,identifier,open,dayHigh,dayLow,lastPrice,previousClose,change,pChange,yearHigh,yearLow,totalTradedVolume,totalTradedValue,lastUpdateTime,perChange365d,perChange30d
771,LAOPALAEQN,443.55,447.7,425.75,431.9,445.65,-13.75,-3.09,479.75,314.55,165212,71781309.76,22-Aug-2023 15:58:29,37.06,-3.5700000000000003
772,MOILEQN,210.0,210.65,201.3,202.7,209.2,-6.5,-3.11,224.0,140.75,547592,112250884.08,22-Aug-2023 15:59:44,28.34,12.53
773,WABAGEQN,503.9,508.0,479.7,483.4,500.75,-17.35,-3.46,545.0,241.85,507963,249673973.76,22-Aug-2023 15:58:22,94.88,-2.67
774,HEMIPROPEQN,125.3,125.4,120.15,120.35,124.95,-4.6,-3.68,126.75,79.9,2854699,347302680.34,22-Aug-2023 15:59:57,19.63,19.11
775,TEGAEQN,1005.0,1013.2,946.1,952.0,1002.15,-50.15,-5.0,1110.0,510.0,174267,167928909.21,22-Aug-2023 15:58:26,90.89,-4.98
776,NIFTY MIDSML 400,13330.95,13411.1,13327.55,13405.3,13281.9,123.39999999999964,0.93,13411.1,10106.0,1794749360,255203849804.15,22-Aug-2023 16:00:00,23.59,3.52
777,NIFTY PHARMA,15334.55,15378.2,15262.25,15302.6,15333.35,-30.75,-0.2,15750.5,11542.45,15543624,15097426255.1,22-Aug-2023 16:00:00,19.79,7.42
778,NIFTY FINSRV25 50,20041.9,20132.95,19982.95,20003.35,19984.1,19.25,0.1,0.0,0.0,123940356,103388540246.24,22-Aug-2023 16:00:00,12.09,-3.01
779,NIFTY PVT BANK,22815.0,22845.6,22763.2,22793.5,22752.1,41.400000000001455,0.18,23778.25,19242.35,128690580,69279368969.07,22-Aug-2023 16:00:00,14.14,-3.4
780,NIFTY REALTY,537.85,540.25,535.15,536.6,535.45,1.149999999999977,0.21,568.8,370.65,10916484,5007507139.12,22-Aug-2023 16:00:00,18.88,-0.12
781,NIFTY CONSR DURBL,28212.7,28330.15,28054.95,28303.75,28109.2,194.54999999999927,0.6900000000000001,30892.4,14089.55,9007810,12160640921.34,22-Aug-2023 16:00:00,5.43,3.79
782,NIFTY DIV OPPS 50,4407.4,4413.85,4398.8,4411.3,4397.9,13.400000000000546,0.30000000000000004,4465.75,3515.75,273589520,70664069624.52,22-Aug-2023 16:00:00,18.32,0.58
783,NIFTY OIL AND GAS,7925.7,7971.8,7906.35,7930.05,7929.8,0.25,0.0,8671.35,4632.7,43907349,18746742502.67,22-Aug-2023 16:00:00,-2.54,-1.6400000000000001
784,NIFTY50 VALUE 20,10061.6,10074.75,10029.15,10067.25,10045.5,21.75,0.22,10318.75,8433.05,83363482,36615784934.59,22-Aug-2023 16:00:00,11.86,-0.06
785,NIFTY ALPHA 50,33861.85,34118.2,33852.8,34092.15,33778.5,313.65000000000146,0.93,0.0,0.0,422255090,74072018294.93,22-Aug-2023 16:00:00,14.31,2.33
786,NIFTY100 QUALTY30,4333.9,4339.05,4323.1,4332.45,4326.4,6.050000000000182,0.14,0.0,0.0,51528573,70985587256.11,22-Aug-2023 16:00:00,9.37,-1.02
787,NIFTY HEALTHCARE,9622.7,9654.7,9592.4,9618.75,9620.45,-1.7000000000007272,-0.02,9848.35,6482.8,16752643,16348175650.24,22-Aug-2023 16:00:00,20.01,4.54
788,NIFTY GROWSECT 15,9718.95,9734.3,9681.05,9722.1,9708.95,13.149999999999636,0.14,9904.8,8343.45,33770643,31070907553.13,22-Aug-2023 16:00:00,12.21,-0.33
789,NIFTY200 QUALTY30,15929.2,15934.95,15867.75,15902.15,15901.15,1.0,0.01,0.0,0.0,32195108,36679729358.46,22-Aug-2023 16:00:00,7.58,-0.33
790,NIFTY100 EQL WGT,22635.25,22697.4,22623.95,22663.7,22574.05,89.65000000000146,0.4,0.0,0.0,455436259,278379678414.81,22-Aug-2023 16:00:00,8,0.08
791,NIFTY ALPHALOWVOL,19391.35,19439.7,19372.2,19398.45,19361.35,37.10000000000218,0.19,0.0,0.0,103407490,78721252770.68,22-Aug-2023 16:00:00,15.24,-0.55
792,NIFTY50 EQL WGT,22888.15,22932.15,22849.05,22873.95,22846.7,27.25,0.12,0.0,0.0,208704354,202263567366.73,22-Aug-2023 16:00:00,13.25,-0.23
793,NIFTY ENERGY,26489.3,26648.25,26454.15,26522.1,26462.35,59.75,0.23,28257.15,21631.1,91082079,39329439269.27,22-Aug-2023 16:00:00,-3.66,2.4
794,NIFTY M150 QLTY50,18371.05,18435.85,18350.1,18423.55,18316.3,107.25,0.59,0.0,0.0,16612883,25113625422.98,22-Aug-2023 16:00:00,6.88,2.52
795,NIFTY COMMODITIES,6251.95,6269.8,6240.55,6251.15,6235.3,15.849999999999454,0.25,6412.8,5353.55,152676032,55554505499.8,22-Aug-2023 16:00:00,7.72,1.34
796,NIFTY200MOMENTM30,21920.95,22115.4,21878.45,22098.8,21880.8,218.0,1.0,0.0,0.0,175086308,60973917602.52,22-Aug-2023 16:00:00,15.91,1.35
797,NIFTY100 LOWVOL30,14938.65,14952.8,14901.3,14924.15,14911.4,12.75,0.09,0.0,0.0,110107706,106601487577.49,22-Aug-2023 16:00:00,12.15,-0.01
798,NIFTY CPSE,3488.2,3521.45,3485.4,3513.3,3480.5,32.80000000000018,0.9400000000000001,3535.5,2484.6,152685514,17698152240.99,22-Aug-2023 16:00:00,33.23,5.37
799,NIFTY CONSUMPTION,8293.05,8327.8,8274.15,8321.8,8275.45,46.349999999998545,0.56,8505.3,7039.6,70052574,54781218242.01,22-Aug-2023 16:00:00,6.24,-1.99
800,NIFTY PSE,5455.45,5498.15,5451.4,5490.8,5441.55,49.25,0.91,5531.95,3881.65,248785874,41772567927.19,22-Aug-2023 16:00:00,31.5,4.4
801,NIFTY100 LIQ 15,5134.65,5148.8,5128.9,5136.7,5131.6,5.099999999999454,0.1,5239.25,4196.0,91602039,97349903613.98,22-Aug-2023 16:00:00,14.19,-1.22
802,NIFTY TOTAL MKT,9460.45,9483.65,9454.4,9472.5,9440.15,32.350000000000364,0.34,9567.9,6252.1,3144644812,594404672303.43,22-Aug-2023 16:00:00,11.41,-0.09
803,NIFTY IND DIGITAL,6124.65,6161.45,6123.35,6149.75,6107.25,42.5,0.7000000000000001,7365.45,4755.25,347836102,45020755145.27,22-Aug-2023 16:00:00,8.15,1.51
804,NIFTY INFRA,6011.6,6037.6,6004.25,6024.65,6008.95,15.699999999999818,0.26,6123.7,4840.6,126648387,56795319806.51,22-Aug-2023 16:00:00,17.89,1.21
805,NIFTY100 ESG,3644.4,3648.2,3637.1,3642.3,3637.1,5.200000000000273,0.14,0.0,0.0,372458187,223261557341.34,22-Aug-2023 16:00:00,3.84,-0.89
806,NIFTY MNC,21855.85,21897.55,21815.35,21862.1,21797.45,64.64999999999782,0.30000000000000004,22572.55,18651.05,24479745,23059732706.44,22-Aug-2023 16:00:00,11.7,-1.6800000000000002
807,NIFTY MID LIQ 15,8957.9,9018.45,8934.05,9013.55,8939.8,73.75,0.8200000000000001,9024.75,7039.85,49532384,20618477291.89,22-Aug-2023 16:00:00,17.1,2.88
808,NIFTY SERV SECTOR,24827.95,24847.6,24734.65,24756.4,24769.1,-12.69999999999709,-0.05,25939.5,22333.2,170299427,140313785212.64,22-Aug-2023 16:00:00,1.34,-2.11
809,NIFTY INDIA MFG,9615.75,9652.9,9609.95,9646.5,9596.3,50.20000000000073,0.52,0.0,0.0,295020531,97709678746.31,22-Aug-2023 16:00:00,15.66,1.51
